total_items=34607 translated_items=33989 total_chars=202644 unique_chars=2022
 count  char  codepoint
    17  堡  U+5821
    17  姑  U+59D1
    17  寻  U+5BFB
    17  展  U+5C55
    17  悲  U+60B2
    17  撞  U+649E
    17  欺  U+6B3A
    17  武  U+6B66
    17  爱  U+7231
    17  草  U+8349
    17  趣  U+8DA3
    18  举  U+4E3E
    18  偏  U+504F
    18  傅  U+5085
    18  傻  U+50BB
    18  刻  U+523B
    18  功  U+529F
    18  契  U+5951
    18  局  U+5C40
    18  影  U+5F71
    18  惨  U+60E8
    18  整  U+6574
    18  氛  U+6C1B
    18  流  U+6D41
    18  热  U+70ED
    18  犯  U+72AF
    18  碍  U+788D
    18  罢  U+7F62
    18  股  U+80A1
    18  胡  U+80E1
    18  虑  U+8651
    18  赛  U+8D5B
    18  跳  U+8DF3
    18  除  U+9664
    18  预  U+9884
    19  剩  U+5269
    19  喝  U+559D
    19  器  U+5668
    19  夺  U+593A
    19  属  U+5C5E
    19  张  U+5F20
    19  按  U+6309
    19  捡  U+6361
    19  昨  U+6628
    19  梅  U+6885
    19  火  U+706B
    19  病  U+75C5
    19  程  U+7A0B
    19  站  U+7AD9
    19  群  U+7FA4
    19  翁  U+7FC1
    19  贵  U+8D35
    19  顺  U+987A
    20  乖  U+4E56
    20  厂  U+5382
    20  商  U+5546
    20  察  U+5BDF
    20  择  U+62E9
    20  杂  U+6742
    20  独  U+72EC
    20  疯  U+75AF
    20  笨  U+7B28
    20  置  U+7F6E
    20  羞  U+7F9E
    20  职  U+804C
    20  蝴  U+8774
    20  蝶  U+8776
    20  越  U+8D8A
    20  露  U+9732
    21  似  U+4F3C
    21  嘴  U+5634
    21  异  U+5F02
    21  弱  U+5F31
    21  憎  U+618E
    21  戏  U+620F
    21  扭  U+626D
    21  指  U+6307
    21  擅  U+64C5
    21  某  U+67D0
    21  每  U+6BCF
    21  水  U+6C34
    21  漂  U+6F02
    21  猎  U+730E
    21  累  U+7D2F
    21  线  U+7EBF
    21  罪  U+7F6A
    21  资  U+8D44
    21  酱  U+9171
    21  醒  U+9192
    21  ２  U+FF12
    21  ３  U+FF13
    21  ４  U+FF14
    21  ５  U+FF15
    21  ａ  U+FF41
    21  ｅ  U+FF45
    21  ｒ  U+FF52
    21  ｓ  U+FF53
    21  ｔ  U+FF54
    22  丢  U+4E22
    22  价  U+4EF7
    22  停  U+505C
    22  勇  U+52C7
    22  厅  U+5385
    22  厨  U+53A8
    22  句  U+53E5
    22  暗  U+6697
    22  玄  U+7384
    22  角  U+89D2
    22  远  U+8FDC
    22  追  U+8FFD
    22  骂  U+9A82
    22  魅  U+9B45
    22  Ｍ  U+FF2D
    23  哟  U+54DF
    23  彼  U+5F7C
    23  惯  U+60EF
    23  持  U+6301
    23  深  U+6DF1
    23  珍  U+73CD
    23  礼  U+793C
    23  窟  U+7A9F
    23  缘  U+7F18
    23  集  U+96C6
    23  风  U+98CE
    23  １  U+FF11
    24  买  U+4E70
    24  介  U+4ECB
    24  付  U+4ED8
    24  否  U+5426
    24  坚  U+575A
    24  坦  U+5766
    24  店  U+5E97
    24  散  U+6563
    24  松  U+677E
    24  架  U+67B6
    24  楼  U+697C
    24  毕  U+6BD5
    24  注  U+6CE8
    24  语  U+8BED
    24  费  U+8D39
    25  俩  U+4FE9
    25  借  U+501F
    25  华  U+534E
    25  及  U+53CA
    25  取  U+53D6
    25  君  U+541B
    25  庭  U+5EAD
    25  恼  U+607C
    25  换  U+6362
    25  称  U+79F0
    25  童  U+7AE5
    25  议  U+8BAE
    25  龙  U+9F99
    26  休  U+4F11
    26  劲  U+52B2
    26  包  U+5305
    26  呆  U+5446
    26  困  U+56F0
    26  客  U+5BA2
    26  敢  U+6562
    26  曾  U+66FE
    26  调  U+8C03
    26  辞  U+8F9E
    27  互  U+4E92
    27  佩  U+4F69
    27  具  U+5177
    27  吵  U+5435
    27  幸  U+5E78
    27  惊  U+60CA
    27  治  U+6CBB
    27  满  U+6EE1
    27  破  U+7834
    27  色  U+8272
    27  衣  U+8863
    27  贫  U+8D2B
    27  镇  U+9547
    27  阁  U+9601
    28  享  U+4EAB
    28  塔  U+5854
    28  案  U+6848
    28  糟  U+7CDF
    28  落  U+843D
    28  表  U+8868
    28  袭  U+88AD
    28  读  U+8BFB
    28  邸  U+90B8
    29  亮  U+4EAE
    29  制  U+5236
    29  吓  U+5413
    29  宅  U+5B85
    29  数  U+6570
    29  盯  U+76EF
    29  究  U+7A76
    29  精  U+7CBE
    29  细  U+7EC6
    29  谎  U+8C0E
    29  赢  U+8D62
    30  凭  U+51ED
    30  年  U+5E74
    30  承  U+627F
    30  日  U+65E5
    30  熟  U+719F
    30  立  U+7ACB
    30  退  U+9000
    30  默  U+9ED8
    31  亏  U+4E8F
    31  仇  U+4EC7
    31  度  U+5EA6
    31  息  U+606F
    31  片  U+7247
    31  背  U+80CC
    31  脸  U+8138
    31  迎  U+8FCE
    31  酒  U+9152
    31  隐  U+9690
    32  乎  U+4E4E
    32  仅  U+4EC5
    32  冷  U+51B7
    32  拼  U+62FC
    32  敌  U+654C
    32  易  U+6613
    32  晚  U+665A
    32  朋  U+670B
    32  机  U+673A
    32  福  U+798F
    32  荒  U+8352
    32  转  U+8F6C
    32  黑  U+9ED1
    32  （  U+FF08
    32  ）  U+FF09
    33  值  U+503C
    33  偷  U+5077
    33  友  U+53CB
    33  合  U+5408
    33  拯  U+62EF
    33  条  U+6761
    33  油  U+6CB9
    33  终  U+7EC8
    33  谓  U+8C13
    33  顾  U+987E
    34  单  U+5355
    34  卷  U+5377
    34  塞  U+585E
    34  怀  U+6000
    34  性  U+6027
    34  或  U+6216
    34  抓  U+6293
    34  收  U+6536
    34  视  U+89C6
    34  赏  U+8D4F
    34  闲  U+95F2
    35  准  U+51C6
    35  哼  U+54FC
    35  梦  U+68A6
    35  言  U+8A00
    35  院  U+9662
    35  饭  U+996D
    36  亚  U+4E9A
    36  修  U+4FEE
    36  几  U+51E0
    36  备  U+5907
    36  往  U+5F80
    36  疑  U+7591
    36  突  U+7A81
    36  运  U+8FD0
    37  噢  U+5662
    37  围  U+56F4
    37  报  U+62A5
    37  男  U+7537
    37  瞒  U+7792
    37  考  U+8003
    37  释  U+91CA
    37  阀  U+9600
    37  首  U+9996
    38  传  U+4F20
    38  击  U+51FB
    38  品  U+54C1
    38  改  U+6539
    38  查  U+67E5
    38  洛  U+6D1B
    38  离  U+79BB
    38  简  U+7B80
    38  赶  U+8D76
    39  兄  U+5144
    39  尽  U+5C3D
    39  拥  U+62E5
    39  消  U+6D88
    39  第  U+7B2C
    39  象  U+8C61
    39  钱  U+94B1
    40  纳  U+7EB3
    41  久  U+4E45
    41  唉  U+5509
    41  空  U+7A7A
    42  乌  U+4E4C
    42  内  U+5185
    42  厌  U+538C
    42  差  U+5DEE
    42  座  U+5EA7
    42  忘  U+5FD8
    42  据  U+636E
    42  温  U+6E29
    42  石  U+77F3
    42  紧  U+7D27
    42  足  U+8DB3
    42  轻  U+8F7B
    42  陪  U+966A
    43  口  U+53E3
    43  向  U+5411
    43  柔  U+67D4
    43  目  U+76EE
    43  蛋  U+86CB
    43  谅  U+8C05
    43  谈  U+8C08
    43  造  U+9020
    43  阻  U+963B
    43  领  U+9886
    44  期  U+671F
    44  束  U+675F
    44  求  U+6C42
    44  添  U+6DFB
    45  况  U+51B5
    45  懂  U+61C2
    45  扰  U+6270
    45  沉  U+6C89
    45  败  U+8D25
    46  伤  U+4F24
    46  位  U+4F4D
    46  兰  U+5170
    46  混  U+6DF7
    46  睡  U+7761
    46  讨  U+8BA8
    47  市  U+5E02
    47  新  U+65B0
    47  步  U+6B65
    47  药  U+836F
    48  各  U+5404
    48  暴  U+66B4
    48  练  U+7EC3
    48  输  U+8F93
    48  辛  U+8F9B
    48  选  U+9009
    49  夫  U+592B
    49  拿  U+62FF
    49  格  U+683C
    49  灭  U+706D
    50  仪  U+4EEA
    50  兹  U+5179
    50  吉  U+5409
    50  菲  U+83F2
    50  较  U+8F83
    50  野  U+91CE
    51  恨  U+6068
    51  愿  U+613F
    51  提  U+63D0
    51  断  U+65AD
    51  误  U+8BEF
    51  跑  U+8DD1
    52  份  U+4EFD
    52  弄  U+5F04
    52  既  U+65E2
    52  痛  U+75DB
    52  负  U+8D1F
    52  部  U+90E8
    52  随  U+968F
    52  骗  U+9A97
    53  「  U+300C
    53  」  U+300D
    53  三  U+4E09
    53  习  U+4E60
    53  助  U+52A9
    53  将  U+5C06
    53  微  U+5FAE
    53  毁  U+6BC1
    53  派  U+6D3E
    53  牲  U+7272
    53  牺  U+727A
    53  留  U+7559
    54  偶  U+5076
    54  容  U+5BB9
    54  根  U+6839
    54  概  U+6982
    54  神  U+795E
    54  稍  U+7A0D
    55  何  U+4F55
    55  入  U+5165
    55  哭  U+54ED
    55  字  U+5B57
    55  门  U+95E8
    55  须  U+987B
    56  呃  U+5443
    56  味  U+5473
    56  照  U+7167
    56  近  U+8FD1
    56  鬼  U+9B3C
    57  布  U+5E03
    57  教  U+6559
    57  民  U+6C11
    57  论  U+8BBA
    57  闹  U+95F9
    58  妈  U+5988
    58  送  U+9001
    59  体  U+4F53
    59  即  U+5373
    60  亲  U+4EB2
    60  却  U+5374
    60  存  U+5B58
    60  美  U+7F8E
    61  外  U+5916
    61  饵  U+9975
    62  希  U+5E0C
    63  团  U+56E2
    63  复  U+590D
    63  服  U+670D
    63  笑  U+7B11
    63  责  U+8D23
    63  静  U+9759
    63  马  U+9A6C
    64  义  U+4E49
    64  交  U+4EA4
    64  坏  U+574F
    64  奥  U+5965
    64  居  U+5C45
    64  掉  U+6389
    65  弟  U+5F1F
    65  搞  U+641E
    65  证  U+8BC1
    66  恶  U+6076
    66  杀  U+6740
    67  喜  U+559C
    67  待  U+5F85
    67  眼  U+773C
    67  路  U+8DEF
    68  〜  U+301C
    68  努  U+52AA
    68  库  U+5E93
    68  林  U+6797
    68  遇  U+9047
    69  乱  U+4E71
    69  伊  U+4F0A
    69  早  U+65E9
    69  肯  U+80AF
    69  需  U+9700
    70  反  U+53CD
    70  平  U+5E73
    70  通  U+901A
    70  险  U+9669
    71  保  U+4FDD
    71  楚  U+695A
    72  危  U+5371
    72  父  U+7236
    72  类  U+7C7B
    72  辈  U+8F88
    72  靠  U+9760
    73  忍  U+5FCD
    73  诉  U+8BC9
    74  与  U+4E0E
    74  伴  U+4F34
    74  识  U+8BC6
    75  至  U+81F3
    75  长  U+957F
    76  失  U+5931
    76  工  U+5DE5
    77  呼  U+547C
    77  物  U+7269
    77  花  U+82B1
    77  途  U+9014
    77  ～  U+FF5E
    78  弃  U+5F03
    78  沃  U+6C83
    79  命  U+547D
    79  处  U+5904
    79  答  U+7B54
    80  农  U+519C
    80  苦  U+82E6
    80  誓  U+8A93
    81  够  U+591F
    81  奇  U+5947
    81  女  U+5973
    81  止  U+6B62
    81  爷  U+7237
    81  记  U+8BB0
    81  鱼  U+9C7C
    82  兴  U+5174
    82  娜  U+5A1C
    82  学  U+5B66
    82  望  U+671B
    83  任  U+4EFB
    83  挺  U+633A
    83  老  U+8001
    83  音  U+97F3
    84  分  U+5206
    84  它  U+5B83
    84  死  U+6B7B
    84  玉  U+7389
    85  名  U+540D
    86  故  U+6545
    86  料  U+6599
    87  高  U+9AD8
    88  切  U+5207
    88  怕  U+6015
    89  告  U+544A
    89  少  U+5C11
    89  街  U+8857
    90  始  U+59CB
    90  清  U+6E05
    90  麻  U+9EBB
    91  安  U+5B89
    91  带  U+5E26
    91  拜  U+62DC
    91  进  U+8FDB
    92  哇  U+54C7
    92  玩  U+73A9
    93  宝  U+5B9D
    93  更  U+66F4
    93  森  U+68EE
    93  欢  U+6B22
    94  利  U+5229
    94  逃  U+9003
    94  非  U+975E
    95  便  U+4FBF
    95  米  U+7C73
    96  主  U+4E3B
    97  光  U+5149
    97  厉  U+5389
    98  呵  U+5475
    98  场  U+573A
    98  完  U+5B8C
    98  式  U+5F0F
    98  托  U+6258
    98  题  U+9898
    99  呜  U+545C
   100  且  U+4E14
   100  倒  U+5012
   100  唔  U+5514
   100  并  U+5E76
   100  连  U+8FDE
   102  咦  U+54A6
   102  竟  U+7ADF
   105  由  U+7531
   105  金  U+91D1
   107  又  U+53C8
   107  重  U+91CD
   109  刚  U+521A
   110  接  U+63A5
   111  常  U+5E38
   111  恩  U+6069
   112  兽  U+517D
   112  声  U+58F0
   113  件  U+4EF6
   113  系  U+7CFB
   114  其  U+5176
   114  守  U+5B88
   114  蒂  U+8482
   115  忙  U+5FD9
   115  聊  U+804A
   115  试  U+8BD5
   117  烦  U+70E6
   118  于  U+4E8E
   118  受  U+53D7
   118  吃  U+5403
   118  怪  U+602A
   118  抱  U+62B1
   118  迷  U+8FF7
   120  管  U+7BA1
   121  绝  U+7EDD
   122  两  U+4E24
   122  面  U+9762
   123  担  U+62C5
   123  阿  U+963F
   124  气  U+6C14
   126  中  U+4E2D
   126  戈  U+6208
   126  谁  U+8C01
   126  骑  U+9A91
   127  头  U+5934
   128  作  U+4F5C
   129  。  U+3002
   129  护  U+62A4
   129  最  U+6700
   129  许  U+8BB8
   130  决  U+51B3
   130  动  U+52A8
   132  今  U+4ECA
   132  使  U+4F7F
   133  城  U+57CE
   134  @  U+0040
   134  n  U+006E
   134  同  U+540C
   134  哎  U+54CE
   134  底  U+5E95
   134  快  U+5FEB
   134  歉  U+6B49
   134  钓  U+9493
   135  丝  U+4E1D
   135  住  U+4F4F
   136  必  U+5FC5
   136  次  U+6B21
   136  解  U+89E3
   139  剑  U+5251
   139  思  U+601D
   139  见  U+89C1
   142  她  U+5979
   144  哪  U+54EA
   147  约  U+7EA6
   148  候  U+5019
   149  莫  U+83AB
   149  边  U+8FB9
   150  叫  U+53EB
   151  发  U+53D1
   151  干  U+5E72
   152  全  U+5168
   152  认  U+8BA4
   153  儿  U+513F
   153  救  U+6551
   154  斗  U+6597
   156  走  U+8D70
   161  战  U+6218
   161  王  U+738B
   162  东  U+4E1C
   163  士  U+58EB
   164  嘿  U+563F
   164  艾  U+827E
   166  孩  U+5B69
   166  本  U+672C
   169  埃  U+57C3
   169  结  U+7ED3
   169  请  U+8BF7
   169  达  U+8FBE
   172  活  U+6D3B
   173  克  U+514B
   173  虽  U+867D
   174  基  U+57FA
   174  手  U+624B
   174  诶  U+8BF6
   175  听  U+542C
   175  哥  U+54E5
   175  索  U+7D22
   175  者  U+8005
   176  害  U+5BB3
   178  强  U+5F3A
   181  您  U+60A8
   182  应  U+5E94
   182  白  U+767D
   182  确  U+786E
   182  茜  U+831C
   183  放  U+653E
   184  变  U+53D8
   190  当  U+5F53
   190  比  U+6BD4
   190  身  U+8EAB
   192  跟  U+8DDF
   194  天  U+5929
   197  感  U+611F
   199  问  U+95EE
   204  经  U+7ECF
   204  魔  U+9B54
   206  西  U+897F
   209  —  U+2014
   209  此  U+6B64
   210  信  U+4FE1
   213  理  U+7406
   218  帮  U+5E2E
   220  错  U+9519
   222  关  U+5173
   223  谢  U+8C22
   225  从  U+4ECE
   229  找  U+627E
   230  师  U+5E08
   233  正  U+6B63
   234  术  U+672F
   239  成  U+6210
   239  难  U+96BE
   240  再  U+518D
   243  后  U+540E
   243  总  U+603B
   244  些  U+4E9B
   248  姆  U+59C6
   249  莉  U+8389
   258  现  U+73B0
   260  呀  U+5440
   264  前  U+524D
   264  该  U+8BE5
   268  打  U+6253
   269  泽  U+6CFD
   271  直  U+76F4
   273  嘛  U+561B
   275  相  U+76F8
   277  房  U+623F
   279  无  U+65E0
   280  办  U+529E
   281  实  U+5B9E
   282  原  U+539F
   285  已  U+5DF2
   285  开  U+5F00
   285  等  U+7B49
   296  情  U+60C5
   298  时  U+65F6
   299  诺  U+8BFA
   305  给  U+7ED9
   306  而  U+800C
   307  间  U+95F4
   315  因  U+56E0
   317  伙  U+4F19
   319  太  U+592A
   323  方  U+65B9
   325  把  U+628A
   329  己  U+5DF1
   335  德  U+5FB7
   336  小  U+5C0F
   336  特  U+7279
   339  喂  U+5582
   344  卡  U+5361
   345  姐  U+59D0
   346  啦  U+5566
   347  蕾  U+857E
   350  萨  U+8428
   352  子  U+5B50
   352  普  U+666E
   357  、  U+3001
   359  算  U+7B97
   364  果  U+679C
   366  哈  U+54C8
   372  让  U+8BA9
   375  地  U+5730
   377  法  U+6CD5
   387  如  U+5982
   395  世  U+4E16
   395  像  U+50CF
   402  上  U+4E0A
   403  明  U+660E
   408  知  U+77E5
   411  巴  U+5DF4
   411  雷  U+96F7
   412  拉  U+62C9
   414  【  U+3010
   417  】  U+3011
   421  点  U+70B9
   422  只  U+53EA
   424  别  U+522B
   426  用  U+7528
   427  量  U+91CF
   428  但  U+4F46
   436  行  U+884C
   437  之  U+4E4B
   437  种  U+79CD
   440  多  U+591A
   443  出  U+51FA
   447  界  U+754C
   448  自  U+81EA
   454  加  U+52A0
   455  斯  U+65AF
   468  意  U+610F
   469  哦  U+54E6
   470  所  U+6240
   471  看  U+770B
   472  定  U+5B9A
   472  心  U+5FC3
   482  很  U+5F88
   488  觉  U+89C9
   505  回  U+56DE
   512  和  U+548C
   515  被  U+88AB
   544  下  U+4E0B
   554  着  U+7740
   564  做  U+505A
   568  起  U+8D77
   569  才  U+624D
   581  以  U+4EE5
   585  道  U+9053
   588  力  U+529B
   596  他  U+4ED6
   606  召  U+53EC
   618  嗯  U+55EF
   629  唤  U+5524
   630  都  U+90FD
   639  家  U+5BB6
   652  然  U+7136
   655  还  U+8FD8
   657  怎  U+600E
   663  里  U+91CC
   694  先  U+5148
   717  过  U+8FC7
   755  话  U+8BDD
   758  对  U+5BF9
   759  可  U+53EF
   764  大  U+5927
   788  生  U+751F
   818  去  U+53BB
   837  想  U+60F3
   871  真  U+771F
   873  得  U+5F97
   969  尔  U+5C14
   969  能  U+80FD
   984  要  U+8981
  1004  会  U+4F1A
  1026  到  U+5230
  1060  为  U+4E3A
  1111  事  U+4E8B
  1223  没  U+6CA1
  1258  人  U+4EBA
  1297  个  U+4E2A
  1327  什  U+4EC0
  1357  呢  U+5462
  1360  说  U+8BF4
  1364  有  U+6709
  1370  们  U+4EEC
  1401  样  U+6837
  1426  在  U+5728
  1455  好  U+597D
  1508  吗  U+5417
  1545  来  U+6765
  1577  就  U+5C31
  1660  也  U+4E5F
  1779  一  U+4E00
  1942  吧  U+5427
  2366  那  U+90A3
  2513  你  U+4F60
  2615  么  U+4E48
  2907  这  U+8FD9
  3284  啊  U+554A
  3547  了  U+4E86
  3664  ！  U+FF01
  3758  　  U+3000
  3978  不  U+4E0D
  4458  ？  U+FF1F
  4713  我  U+6211
  5601  是  U+662F
  5818  ，  U+FF0C
  6848  的  U+7684
 12117  …  U+2026
